file,E_label,E_gupta,Fmax_gupta,E_sc,Fmax_sc,Delta_gupta,Delta_sc,E_gupta_aligned,Delta_gupta_aligned,E_sc_aligned,Delta_sc_aligned
244.xyz,-1552.95631,-2.0084417943279482,0.1655432584648002,-4872.803686979167,163.02817641139563,-1550.9478682056722,3319.8473769791667,-1554.0108098005408,1.0544998005407251,-1552.8662390836093,-0.09007091639068676
245.xyz,-1552.083989,-1.854769526623043,0.15305793127491985,-4762.393418767827,133.052752461242,-1550.229219473377,3210.309429767827,-1551.0082327578796,-1.0757562421204057,-1551.4127785155777,-0.6712104844223177
246.xyz,-1550.961742,-1.928539847639952,0.16391857362251422,-4770.254188613057,289.2162872282658,-1549.03320215236,3219.2924466130567,-1552.4496188688756,1.4878768688756736,-1551.5162590993086,0.5545170993086685
247.xyz,-1553.345388,-1.9573558001412907,0.15258432544840633,-4907.001790587886,170.67363123874117,-1551.3880321998586,3353.656402587886,-1553.0126490026475,-0.33273899735240775,-1553.3164290514628,-0.028958948537137985
248.xyz,-1554.035365,-2.0525243343697834,0.15338819621274077,-4972.912627548485,141.1956233183812,-1551.9828406656302,3418.8772625484853,-1554.8721312652956,0.8367662652956369,-1554.1840911274649,0.14872612746489722
249.xyz,-1551.799014,-1.9458159365989762,0.1404935547818259,-4891.181233746231,169.88176916754412,-1549.853198063401,3339.3822197462305,-1552.787173515983,0.9881595159831704,-1553.1081644044677,1.3091504044678004
250.xyz,-1551.946492,-1.9203353899053615,0.14040284179293583,-4871.5661412378295,103.78501260870354,-1550.0261566100946,3319.6196492378294,-1552.289313325076,0.3428213250758745,-1552.8499478095703,0.9034558095702323
251.xyz,-1552.917706,-1.9702204074197125,0.16776169823066614,-4853.089501327884,154.9779786539993,-1550.9474855925803,3300.171795327884,-1553.2640084382433,0.34630243824335594,-1552.606718008811,-0.3109879911889948
252.xyz,-1550.635412,-1.8629470759524176,0.14565689859252615,-4783.213588303903,131.71525104921045,-1548.7724649240477,3232.5781763039026,-1551.1680125427965,0.5326005427964446,-1551.6868589605458,1.051446960545718
253.xyz,-1553.182775,-1.9454055026429666,0.16996244700873717,-4859.05661816799,142.98437734297246,-1551.2373694973571,3305.8738431679894,-1552.7791541147453,-0.4036208852546679,-1552.685270204838,-0.49750479516205814
254.xyz,-1551.642426,-1.97279272589032,0.16775897399854348,-4925.717055482236,109.68636048308912,-1549.6696332741096,3374.074629482236,-1553.3142685437367,1.6718425437368296,-1553.5628001543039,1.9203741543039996
255.xyz,-1550.198835,-1.808561632109268,0.1630650744274638,-4713.791333217471,114.42735478384883,-1548.3902733678906,3163.592498217471,-1550.1053843433353,-0.0934506566645723,-1550.7729719467145,0.5741369467145887
256.xyz,-1553.125801,-2.0265724609571305,0.16257727739501004,-4960.04563616023,122.27569861503949,-1551.0992285390428,3406.91983516023,-1554.365061899517,1.2392608995171486,-1554.0147077456925,0.8889067456925659
257.xyz,-1553.461154,-2.0229302833018266,0.17278317506321378,-4925.004217862905,185.23031287222372,-1551.4382237166983,3371.5430638629045,-1554.2938979922199,0.8327439922197755,-1553.5534162320664,0.09226223206633222
258.xyz,-1552.351316,-1.901288018411653,0.14078146222722226,-4856.820653007157,132.78909516757798,-1550.4500279815884,3304.4693370071564,-1551.917149881247,-0.4341661187529553,-1552.6558355585373,0.30451955853732215
259.xyz,-1554.009292,-1.9864411427700879,0.15951264001356366,-4923.880564544107,142.03622172080082,-1552.02285085723,3369.8712725441073,-1553.5809427056001,-0.4283492943998226,-1553.5386242582993,-0.4706677417007086
260.xyz,-1551.914427,-1.9357603256255709,0.15998332683095948,-4896.929191292381,98.57416224156847,-1549.9786666743744,3345.014764292381,-1552.5906985949734,0.6762715949735139,-1553.1838315482523,1.2694045482523961
261.xyz,-1551.830198,-1.9387803347164243,0.14309592524437686,-4867.656906366012,122.53279626389512,-1549.8914176652836,3315.8267083660116,-1552.64970605351,0.819508053509935,-1552.7984859407657,0.9682879407655491
262.xyz,-1552.366152,-1.943819491817598,0.15285572901612524,-4793.477848392082,166.62635753984583,-1550.4223325081825,3241.1116963920817,-1552.748165311334,0.3820133113340489,-1551.821979520797,-0.5441724792030982
263.xyz,-1553.586011,-1.9487964370735655,0.17562803656079667,-4882.605096085547,166.71811440995822,-1551.6372145629266,3329.019085085547,-1552.8454090221958,-0.7406019778043174,-1552.995266590544,-0.5907444094561924
264.xyz,-1550.474668,-1.8121340911932289,0.13655723475532408,-4735.141034719701,95.56904157392364,-1548.6625339088068,3184.666366719701,-1550.175186030989,-0.2994819690111399,-1551.0540232454339,0.5793552454338169
265.xyz,-1550.610802,-1.8886728565144766,0.1599063801711807,-4793.872430180299,137.54120248519658,-1548.7221291434855,3243.2616281802984,-1551.6706643177317,1.0598623177318132,-1551.827173866208,1.216371866208192
266.xyz,-1551.874621,-1.9272880921928472,0.13923270233354604,-4894.36063267409,95.52234220502626,-1549.947332907807,3342.48601167409,-1552.4251610260608,0.550540026060844,-1553.1500185820416,1.2753975820417054
267.xyz,-1551.504715,-1.8688026902073402,0.16781446968570984,-4807.168795164973,94.83018674470858,-1549.6359123097927,3255.664080164973,-1551.2824244220192,-0.22229057798085705,-1552.0022095989934,0.49749459899339854
268.xyz,-1551.621529,-1.931302805166228,0.14027189510576618,-4881.635270132145,101.88295758474045,-1549.6902261948337,3330.013741132145,-1552.5036038393725,0.8820748393725353,-1552.982499627797,1.3609706277970872
269.xyz,-1551.437164,-1.8272622040133701,0.14048377958864458,-4709.622076378766,127.02054442428373,-1549.6099017959866,3158.184912378766,-1550.4707717272954,-0.9663922727045247,-1550.7180871021142,-0.7190768978857704
270.xyz,-1551.392567,-1.8471215495403484,0.16297554333323014,-4755.387619000664,86.24107328007885,-1549.5454454504597,3203.995052000664,-1550.8588001975727,-0.533766802427408,-1551.320552911256,-0.0720140887440266
271.xyz,-1555.796442,-2.095843141383991,0.16376543608905156,-5038.793104750865,144.9762185231024,-1553.700598858616,3482.9966627508647,-1555.718530276639,-0.07791172336101226,-1555.051353542166,-0.745088457834072
272.xyz,-1554.24416,-2.059379820237538,0.15896327674832503,-4986.52997649479,149.97807858434044,-1552.1847801797624,3432.28581649479,-1555.0060794707217,0.7619194707217503,-1554.3633523506755,0.11919235067557565
273.xyz,-1554.417046,-1.9915276962666069,0.15162960966768751,-4975.680452783189,134.27787212282337,-1552.4255183037335,3421.263406783189,-1553.6803280337601,-0.7367179662398939,-1554.220527275144,-0.1965187248561051
274.xyz,-1551.32226,-1.8324846874335392,0.16195693107942666,-4793.098860635682,171.85891895947032,-1549.4897753125663,3241.7766006356824,-1550.5728129677696,-0.7494470322303641,-1551.8169904580166,0.4947304580166474
275.xyz,-1555.438587,-2.143965113684109,0.16463085411273876,-5049.924392040778,150.60313820658507,-1553.294621886316,3494.485805040778,-1556.6587775407281,1.2201905407280265,-1555.1978878039645,-0.24069919603562084
276.xyz,-1551.769261,-1.9101360366767193,0.16510184333892486,-4855.041047735468,105.98397903031959,-1549.8591249633232,3303.271786735468,-1552.0900298478962,0.3207688478962609,-1552.6324085156457,0.8631475156457782
277.xyz,-1554.470402,-1.9793754791559388,0.17002664293351957,-4924.232435245822,123.58122722934134,-1552.491026520844,3369.762033245822,-1553.4428878719216,-1.0275141280783373,-1553.5432563473094,-0.9271456526905695
278.xyz,-1553.427102,-1.9967499318017963,0.1672828552295198,-4948.407612880019,105.80286645125072,-1551.4303520681983,3394.9805108800188,-1553.7823644308505,0.3552624308504164,-1553.8615027204564,0.43440072045632405
279.xyz,-1553.57009,-2.026215621108346,0.15682654175933755,-5017.903766397367,86.10702036799437,-1551.5438743788916,3464.3336763973666,-1554.3580896646833,0.7879996646834115,-1554.776362546483,1.2062725464829782
280.xyz,-1553.696638,-2.0237413618564393,0.1628439797810119,-4983.632773564045,101.99340326030253,-1551.6728966381434,3429.9361355640453,-1554.3097455220588,0.6131075220589537,-1554.3252130518074,0.628575051807502
281.xyz,-1555.166257,-2.086445046716491,0.16637853514381487,-5005.79036085629,144.04995834229393,-1553.0798119532835,3450.6241038562903,-1555.534902458069,0.3686454580688405,-1554.6168995039257,-0.5493574960744354
282.xyz,-1552.37699,-1.986260832363059,0.16653927361734083,-4945.92578937638,108.02197188305627,-1550.390729167637,3393.54879937638,-1553.5774196503555,1.2004296503555452,-1553.828831550847,1.4518415508471207
283.xyz,-1553.460688,-2.020752759051469,0.16482075461300374,-5002.1904297262345,129.6215839270168,-1551.4399352409484,3448.7297417262344,-1554.2513517057519,0.7906637057519674,-1554.569509365038,1.1088213650380112
284.xyz,-1552.678471,-1.9866983423629763,0.16725574956195532,-4919.458600113998,126.99923808744893,-1550.6917726576369,3366.7801291139976,-1553.5859680859407,0.907497085940804,-1553.4804127256534,0.801941725653478
285.xyz,-1553.667577,-2.0199512684752015,0.17563484477435665,-4909.078071713974,162.35761524689676,-1551.6476257315248,3355.410494713974,-1554.2356915138373,0.5681145138373722,-1553.3437615884975,-0.3238154115024372
286.xyz,-1553.930584,-2.0503892508782804,0.1529200547245774,-5012.488096350814,141.22120641740014,-1551.8801947491218,3458.5575123508142,-1554.8304142218012,0.8998302218012668,-1554.7050696949243,0.7744856949243513
287.xyz,-1551.844263,-1.914933335720652,0.16762960397455354,-4797.519433014909,147.1702051437387,-1549.9293296642793,3245.675170014909,-1552.1837634811095,0.3395004811095532,-1551.8751836654549,0.030920665454914342
288.xyz,-1553.835336,-1.927317305001211,0.16252627029179484,-4850.693705145775,101.61299431884652,-1551.9080186949989,3296.858369145775,-1552.4257318102957,-1.409604189704396,-1552.5751793182874,-1.260156681712715
289.xyz,-1551.7881,-1.8030718370974317,0.13773853064281555,-4701.2498524198645,123.97504171017029,-1549.9850281629026,3149.4617524198648,-1549.998120145848,-1.7899798541520795,-1550.6078736447237,-1.180226355276318
290.xyz,-1550.95582,-1.8967852242038594,0.15199198831550945,-4904.284560313836,107.33703951740952,-1549.0590347757961,3353.3287403138356,-1551.829170529357,0.8733505293571397,-1553.2806589449176,2.324838944917701
291.xyz,-1552.829693,-1.9828717272304255,0.15836371434435362,-4998.5726245471105,112.91762070891716,-1550.8468212727694,3445.742931547111,-1553.5112004852558,0.6815074852559064,-1554.5218839289635,1.692190928963555
292.xyz,-1551.311521,-1.9138701154405007,0.14221242698620723,-4905.294923315923,72.07647427417272,-1549.3976508845597,3353.9834023159233,-1552.1629893957643,0.8514683957641864,-1553.293959544642,1.9824385446418091
293.xyz,-1554.442154,-2.0835207019591278,0.1619587874161016,-5026.2185518587685,132.3939513571646,-1552.358633298041,3471.776397858768,-1555.4777641691346,1.035610169134543,-1554.8858198731932,0.4436658731931402
294.xyz,-1553.667805,-1.9638029194826827,0.17001380457218257,-4899.746954780996,107.06566557486087,-1551.7040020805173,3346.079149780996,-1553.138618202002,-0.5291867979981362,-1553.2209250920603,-0.44687990793977406
295.xyz,-1552.805211,-1.9610363894792888,0.15271802468308907,-4920.253220950311,107.2794610875838,-1550.844174610521,3367.4480099503107,-1553.084563429465,0.27935242946500694,-1553.4908732568235,0.6856622568234343
296.xyz,-1553.949756,-2.0522500317227936,0.15599068763389742,-5007.299624518308,130.53990900052753,-1551.897505968277,3453.3498685183076,-1554.8667717112075,0.9170157112075685,-1554.6367677213934,0.6870117213934464
297.xyz,-1554.2955,-2.0187090824865948,0.1539355313626125,-4991.628747333866,127.03776762825991,-1552.2767909175134,3437.333247333866,-1554.2114206470908,-0.08407935290915702,-1554.4304734842447,0.13497348424471056
298.xyz,-1552.069902,-1.9373326271728384,0.16186158786614882,-4853.084458068486,122.81980012355123,-1550.1325693728272,3301.014556068486,-1552.6214195350656,0.5515175350656136,-1552.6066516184399,0.5367496184398988
299.xyz,-1553.880941,-1.9432940355426003,0.16327713752793946,-4868.953779656921,102.30247654673612,-1551.9376469644574,3315.0728386569212,-1552.7378985080143,-1.143042491985625,-1552.8155582133054,-1.0653827866944994
300.xyz,-1552.56552,-1.9820210461824264,0.16070059573058182,-4932.088219873184,125.19389799264987,-1550.5834989538178,3379.522699873184,-1553.4945791688433,0.929059168843196,-1553.6466713047384,1.0811513047383414
301.xyz,-1551.841099,-1.8212601405162154,0.15631967865816457,-4736.089286597821,91.27647444821223,-1550.0198388594838,3184.248187597821,-1550.3534984005312,-1.4876005994688057,-1551.0665062031853,-0.7745927968146589
302.xyz,-1555.594658,-2.0790570473399805,0.16828250833608668,-5015.705167437298,116.19990495133855,-1553.51560095266,3460.110509437298,-1555.390549559199,-0.20410844080106472,-1554.7474197955491,-0.8472382044508322
303.xyz,-1551.426123,-1.8124213821700008,0.16606928949657673,-4749.7758137503215,82.8755534863191,-1549.61370161783,3198.3496907503213,-1550.180799361906,-1.2453236380938506,-1551.2466781007065,-0.17944489929345764
304.xyz,-1554.876582,-2.0225869894463187,0.16363240894405953,-4956.36041626873,118.25091635165408,-1552.8539950105537,3401.48383426873,-1554.2871904303101,-0.5893915696899512,-1553.9661948502562,-0.9103871497438831
305.xyz,-1547.329156,-1.7094914028303136,0.17543894990321074,-4490.917959624432,169.19068808369593,-1545.6196645971697,2943.5888036244323,-1548.169667505894,0.8405115058940282,-1547.839026894053,0.5098708940529377
306.xyz,-1552.054229,-1.9364943316517849,0.16470841327168245,-4883.529667207419,97.9407804138293,-1550.1177346683482,3331.475438207419,-1552.6050402174171,0.5508112174170492,-1553.007437810574,0.9532088105738694
307.xyz,-1552.976783,-1.9745594672349713,0.16863052838060746,-4911.106717595155,92.30906503693906,-1551.0022235327651,3358.1299345951547,-1553.3487886108967,0.3720056108966219,-1553.3704670466273,0.39368404662718604
308.xyz,-1550.805263,-1.8368114875234565,0.1519610847414114,-4762.440943594434,30.95363604064564,-1548.9684515124766,3211.6356805944342,-1550.6573535996754,-0.1479094003245791,-1551.4134041409166,0.6081411409165867
309.xyz,-1543.449071,-1.663333333073888,0.1588127158676797,-4486.404056060149,119.46845455974979,-1541.785737666926,2942.954985060149,-1547.2677926090498,3.818721609049817,-1547.7796050581596,4.330534058159628
310.xyz,-1551.834287,-1.9335576065605626,0.1346437220155539,-4991.883411051234,93.34239259787753,-1549.9007293934394,3440.0491240512347,-1552.5476600311858,0.7133730311859381,-1554.433825923083,2.5995389230831734
311.xyz,-1551.003825,-1.807590410684335,0.13426020319005427,-4765.547125126988,89.49330656559248,-1549.1962345893157,3214.5433001269885,-1550.0864078084187,-0.9174171915813076,-1551.4542944715702,0.45046947157015893
312.xyz,-1553.987531,-2.049366558265183,0.14967733759942112,-4983.871352689271,141.96549996175068,-1551.938164441735,3429.883821689271,-1554.810431999845,0.8229009998449328,-1554.3283537501907,0.3408227501906822
313.xyz,-1555.674617,-2.114391066278633,0.14715394469715004,-5078.274808460783,119.9027978968025,-1553.5602259337213,3522.600191460783,-1556.0809351159078,0.4063181159078795,-1555.5710977691363,-0.10351923086363968
314.xyz,-1555.676499,-2.1155568104722406,0.14848451447789854,-5078.647927849261,123.22972094882753,-1553.5609421895276,3522.9714288492605,-1556.1037123990548,0.42721339905483546,-1555.576009579669,-0.1004894203308595
315.xyz,-1555.942373,-2.0189141532888084,0.16017129233178973,-5007.775134312475,70.31590879870532,-1553.9234588467114,3451.8327613124748,-1554.215427491605,-1.726945508395147,-1554.643027417586,-1.299345582414162
316.xyz,-1555.942377,-2.018823470886599,0.16015860870767631,-5007.751330184101,70.22979430808277,-1553.9235535291134,3451.8089531841006,-1554.2136556631344,-1.7287213368656467,-1554.6427140557719,-1.2996629442282028
317.xyz,-1541.630744,-1.5471304046677246,0.1518248046253946,-4330.581948123154,252.65809844492122,-1540.0836135953323,2788.9512041231537,-1544.9973227947282,3.366578794728184,-1545.7283348893336,4.09759088933356
318.xyz,-1555.674641,-2.114586608040728,0.1472112539723749,-5078.262711012741,119.70545531517932,-1553.5600543919593,3522.5880700127414,-1556.084755774082,0.410114774081876,-1555.570938516161,-0.10370248383901526
319.xyz,-1555.676496,-2.115682057122295,0.1484574079623382,-5078.493846906655,123.67739157883253,-1553.5608139428778,3522.8173509066546,-1556.1061595726517,0.42966357265163424,-1555.5739812305128,-0.10251476948724303
320.xyz,-1555.674627,-2.114691292061759,0.14726190758495628,-5078.392560785004,119.2568018608161,-1553.5599357079384,3522.717933785004,-1556.0868011778687,0.4121741778685646,-1555.572647881846,-0.10197911815407679
321.xyz,-1549.316975,-1.8719677504635717,0.16027375337130312,-4759.807444589591,66.12282441820932,-1547.4450072495363,3210.490469589591,-1551.3442660113049,2.0272910113048965,-1551.378736287813,2.061761287812942
322.xyz,-1551.880711,-1.873771528297741,0.13329727490649332,-4893.806393509669,58.79493312286539,-1550.0069394717023,3341.925682509669,-1551.3795097283125,-0.5012012716874779,-1553.1427224783024,1.2620114783023837
323.xyz,-1553.997718,-2.0529851814075246,0.14216527514611146,-4978.585571594494,140.95311282763174,-1551.9447328185925,3424.5878535944935,-1554.881135679406,0.8834176794059658,-1554.2587707800833,0.26105278008321875
324.xyz,-1551.880767,-1.8735643349791844,0.13340046851799744,-4893.853213282243,58.78158402028096,-1550.007202665021,3341.972446282243,-1551.3754614123022,-0.505305587697876,-1553.1433388221835,1.2625718221834177
325.xyz,-1551.880754,-1.8736808414441641,0.133368547071998,-4893.78907669069,58.82784924557877,-1550.0070731585558,3341.9083226906905,-1551.3777378128675,-0.5030161871325163,-1553.1424945165923,1.2617405165922264
326.xyz,-1552.507851,-1.9719848729255705,0.1358586372865291,-4954.975147332134,121.59643200582583,-1550.5358661270745,3402.4672963321336,-1553.298484038165,0.7906330381649695,-1553.9479589215869,1.4401079215867867
327.xyz,-1551.06244,-1.8171532572765472,0.13444532476433813,-4766.6471544211145,90.50384003633184,-1549.2452867427235,3215.5847144211148,-1550.2732546876186,-0.789185312381278,-1551.4687754544407,0.40633545444075025
328.xyz,-1554.514728,-2.0260941054431862,0.16650124992103887,-5002.644127704653,132.97797601139047,-1552.4886338945569,3448.129399704653,-1554.3557153901836,-0.15901260981650012,-1554.575481926577,0.060753926576808226
329.xyz,-1554.514736,-2.0260288753505975,0.16652818967849398,-5002.638999156783,133.1546881728368,-1552.4887071246494,3448.124263156783,-1554.3544408701846,-0.16029512981549487,-1554.5754144134532,0.06067841345316083
330.xyz,-1550.89562,-1.851997584901428,0.13300351697773036,-4776.733072571074,125.4617057811789,-1549.0436224150985,3225.837452571074,-1550.9540722466745,0.05845224667450566,-1551.601548289439,0.7059282894390435
331.xyz,-1555.507573,-2.0558572254010667,0.14535904367884211,-5051.520210509139,108.29717872089795,-1553.451715774599,3496.0126375091395,-1554.9372520723591,-0.570320927640978,-1555.218895444423,-0.2886775555771237
332.xyz,-1555.924234,-2.066800404692498,0.16000698383027706,-5042.62941314141,97.52469093760443,-1553.8574335953076,3486.7051791414096,-1555.1510690440543,-0.773164955945731,-1555.101855393695,-0.8223786063051648
333.xyz,-1553.5287,-1.9695137719921092,0.16937740936153134,-4852.707908129694,152.09481196906452,-1551.559186228008,3299.1792081296944,-1553.2502016054027,-0.2784983945973636,-1552.6016946475277,-0.9270053524724062
334.xyz,-1551.598211,-1.8535881896547828,0.13480054737028155,-4791.660939297247,109.36294944989415,-1549.7446228103452,3240.062728297247,-1550.9851508100855,-0.6130601899144494,-1551.7980614036885,0.19985040368851514
335.xyz,-1545.206294,-1.5951971608076367,0.14373043894113016,-4302.286243386822,194.14218227903496,-1543.6110968391924,2757.079949386822,-1545.936491199388,0.7301971993879306,-1545.355845158576,0.14955115857583223
336.xyz,-1555.676499,-2.1155600527305976,0.14848214219723577,-5078.621971027769,123.3090716182076,-1553.5609389472693,3522.945472027769,-1556.1037757490049,0.42727674900493184,-1555.5756678794166,-0.1008311205832797
337.xyz,-1555.288757,-2.0535133036538213,0.15206832129840084,-5035.137006023705,132.58197565861232,-1553.2352436963463,3479.8482490237047,-1554.8914545726984,-0.3973024273016108,-1555.0032240029589,-0.2855329970411731
338.xyz,-1552.226529,-1.9063505200980204,0.16264019717716605,-4805.490423246159,141.35850865605792,-1550.320178479902,3253.2638942461585,-1552.0160652650632,-0.21046373493686588,-1551.9801152101109,-0.24641378988917495
339.xyz,-1547.468634,-1.7278735122667803,0.13785329209468694,-4635.685972197444,146.28479439100897,-1545.7407604877333,3088.2173381974444,-1548.5288325043284,1.0601985043283548,-1549.7447789694345,2.2761449694344265
340.xyz,-1554.505303,-2.0227922519050936,0.16761078130840343,-5002.517660713641,134.0281021464193,-1552.482510748095,3448.012357713641,-1554.2912010195703,-0.21410198042963202,-1554.573817092431,0.06851409243108719
341.xyz,-1553.216216,-1.9179240097548405,0.15129960514756155,-4813.5892954014225,163.32930188472542,-1551.2982919902452,3260.3730794014227,-1552.2421977668218,-0.9740182331781853,-1552.0867302153445,-1.1294857846555715
342.xyz,-1550.931429,-1.7759513568722942,0.11199605176116631,-4631.648710945576,134.3588473633361,-1549.1554776431276,3080.7172819455755,-1549.4682175646853,-1.4632114353146335,-1549.691631738407,-1.239797261592912
343.xyz,-1551.682761,-1.8186784260046625,0.15360219542255737,-4709.00133056085,120.69934961055239,-1549.8640825739953,3157.31856956085,-1550.3030547073465,-1.379706292653509,-1550.7099154928633,-0.9728455071367534
344.xyz,-1541.592041,-1.54535113705527,0.15187289985175836,-4318.2115162362015,264.5615913657356,-1540.0466898629447,2776.6194752362017,-1544.962557978892,3.3705169788918283,-1545.5654883058728,3.9734473058726962
345.xyz,-1552.440825,-1.8708365745025146,0.15406016325480074,-4784.023865284857,109.30608492234855,-1550.5699884254973,3231.583040284857,-1551.322164151141,-1.1186608488590082,-1551.697525592011,-0.7432994079888431
346.xyz,-1552.953984,-1.872139733086945,0.15921441261988153,-4719.5712169572835,158.62885742865214,-1551.081844266913,3166.6172329572837,-1551.347626351361,-1.6063576486390048,-1550.8490593726372,-2.104924627362834
347.xyz,-1554.322171,-2.0862877566640803,0.15780575339085604,-5015.5293708417585,119.7402076672638,-1552.235883243336,3461.2071998417587,-1555.5318291937288,1.2096581937287283,-1554.745105577644,0.4229345776439004
348.xyz,-1554.381549,-2.07575084521142,0.1533406537648199,-5030.366112419077,106.32962480269633,-1552.3057981547886,3475.984563419077,-1555.3259502221952,0.9444012221952107,-1554.9404191040944,0.558870104094467
349.xyz,-1550.833383,-1.8457053977825522,0.14198401073540554,-4746.21883599676,55.80057070982556,-1548.9876776022174,3195.3854529967603,-1550.8311302424117,-0.002252757588166787,-1551.1998534077686,0.366470407768702
350.xyz,-1557.20946,-2.090991327562987,0.1602184440634736,-4991.791695527725,120.89042641620112,-1555.118468672437,3434.582235527725,-1555.6237314882057,-1.5857285117942865,-1554.4326185634864,-2.7768414365136778
351.xyz,-1557.196241,-2.0798605505799306,0.16039327377329965,-5001.652399068719,115.47119170581179,-1555.1163804494201,3444.456158068719,-1555.4062490762167,-1.7899919237834183,-1554.56242663299,-2.633814367010018
352.xyz,-1547.253791,-1.6323101532033837,0.13713089267180315,-4373.349677404272,202.24255745394234,-1545.6214808467967,2826.0958864042723,-1546.6616358244803,-0.5921551755197925,-1546.2913369461294,-0.9624540538707151
353.xyz,-1550.26202,-1.7214226144652858,0.13228865414493765,-4546.338425126769,209.87477066728263,-1548.5405973855345,2996.076405126769,-1548.4027894782664,-1.8592305217334797,-1548.568591839185,-1.6934281608148467
354.xyz,-1551.88783,-1.7960939800647195,0.13954906766872116,-4583.991796445339,217.92173276527504,-1550.091736019935,3032.103966445339,-1549.861780950453,-2.0260490495468275,-1549.0642675707234,-2.823562429276535
355.xyz,-1549.47655,-1.703816351868608,0.13648406869160187,-4442.118204348111,222.01506058805543,-1547.7727336481314,2892.641654348111,-1548.0587836230177,-1.4177663769823994,-1547.1966181654739,-2.2799318345262236
356.xyz,-1547.749363,-1.718648383694402,0.13748391196346704,-4525.149144539438,204.32959611116382,-1546.0307146163054,2977.3997815394378,-1548.3485842417062,0.5992212417063456,-1548.289652350154,0.5402893501541257
357.xyz,-1547.749368,-1.7185113888583954,0.13745105006436778,-4525.222713394834,204.20378714763132,-1546.0308566111416,2977.473345394834,-1548.3459075222454,0.5965395222453935,-1548.2906208237578,0.541252823757759
358.xyz,-1550.262028,-1.721464153765471,0.1323042868185696,-4546.358130788474,209.88435854916253,-1548.5405638462346,2996.096102788474,-1548.403601107788,-1.8584268922120373,-1548.568851248049,-1.693176751951114
359.xyz,-1549.476558,-1.7037493340064238,0.13647340602386582,-4442.16717581848,222.0204280432397,-1547.7728086659936,2892.69061781848,-1548.0574741720839,-1.4190838279162108,-1547.1972628346907,-2.2792951653093496
360.xyz,-1547.749368,-1.7184687206758145,0.1374836726595614,-4525.184611853361,204.0989601319796,-1546.030899279324,2977.4352438533615,-1548.3450738356773,0.5957058356773359,-1548.2901192482339,0.5407512482338461
361.xyz,-1546.090025,-1.6183414512078784,0.13090282366907455,-4220.191544806769,282.73975950048623,-1544.471683548792,2674.1015198067694,-1546.388703664671,0.29867866467111526,-1544.2751358263408,-1.8148891736591395
362.xyz,-1550.210642,-1.8242565571086582,0.17578451938544662,-4569.5906759387035,250.97356750957053,-1548.3863854428914,3019.3800339387035,-1550.4120448891404,0.2014028891403541,-1548.8746886381568,-1.335953361843167
363.xyz,-1551.887828,-1.796253084119921,0.13955025330439566,-4583.915678537108,217.93321483310024,-1550.09157491588,3032.027850537108,-1549.8648896582938,-2.0229383417060944,-1549.0632655409308,-2.824562459069057
364.xyz,-1550.262022,-1.7214014613994366,0.13228423341606108,-4546.353362760722,210.02892269680302,-1548.5406205386005,2996.0913407607222,-1548.4023761720086,-1.859645827991244,-1548.5687884808767,-1.6932335191231687
365.xyz,-1550.262028,-1.7214118065210933,0.13229893956733269,-4546.3333627049515,209.8932406785511,-1548.540616193479,2996.0713347049514,-1548.4025783036311,-1.8594496963689835,-1548.5685251965565,-1.6935028034436073
366.xyz,-1551.887829,-1.7962422492620582,0.13954450819614217,-4583.812951951986,218.0362038284984,-1550.0915867507379,3031.925122951986,-1549.8646779577966,-2.0231510422033807,-1549.0619132297447,-2.8259157702552784
367.xyz,-1551.887826,-1.796047817856029,0.139578395918754,-4584.0478952538815,217.99191672063932,-1550.0917781821438,3032.1600692538814,-1549.8608789946861,-2.0269470053137866,-1549.0650060654978,-2.8228199345021494
368.xyz,-1546.774449,-1.6757700492947318,0.14814387813427254,-4382.376374403077,231.699302916278,-1545.0986789507053,2835.6019254030766,-1547.5107915519854,0.7363425519854445,-1546.4101660039687,-0.36428299603130654
369.xyz,-1548.385083,-1.808289250555343,0.164660015406962,-4578.284857296362,254.69980327178152,-1546.5767937494445,3029.899774296362,-1550.1000623251673,1.7149793251674055,-1548.9891404004738,0.6040574004739483
370.xyz,-1554.932966,-2.070600324654848,0.1710302283436585,-4979.450752504954,171.21280032140953,-1552.8623656753452,3424.5177865049536,-1555.2253150522201,0.2923490522200609,-1554.2701601767212,-0.662805823278859
371.xyz,-1548.465157,-1.6465301160498655,0.14441149647216792,-4446.781520782436,194.00620176482903,-1546.8186268839502,2898.316363782436,-1546.939477328533,-1.52567967146706,-1547.258006899179,-1.2071501008210817
372.xyz,-1549.354072,-1.678993540875608,0.13785946778205396,-4401.956992467296,227.65086223046129,-1547.6750784591245,2852.602920467296,-1547.5737748212669,-1.7802971787332353,-1546.6679287711015,-2.6861432288985725
373.xyz,-1547.094597,-1.6367900729263054,0.13709731398178926,-4399.634584421851,195.98156564612765,-1545.4578069270738,2852.539987421851,-1546.7491682355906,-0.345428764409462,-1546.637356175168,-0.45724082483206985
374.xyz,-1549.494856,-1.7387786210965492,0.1461738511624743,-4566.486749403646,181.21933271347382,-1547.7560773789035,3016.991893403646,-1548.7419056235647,-0.7529503764353649,-1548.8338279926948,-0.6610280073052763
375.xyz,-1551.318756,-1.783133807376679,0.13729079210344153,-4594.804298720096,232.0989624539916,-1549.5356221926231,3043.4855427200964,-1549.6085542781118,-1.7102017218880974,-1549.206605289422,-2.1121507105779074
